Benchmark,latency-Q5,memory
1,1163.418181818182,329.3812279334435,55,0.18644068,17.246153846153845
2,1127.107142857143,388.8978907267253,111,0.19304349,17.416666666666668
3,1126.232142857143,389.02156829833984,167,0.19532163,17.733333333333334
4,1124.857142857143,389.07140223185223,223,0.19647577,17.733333333333334
5,1125.3214285714287,389.10743204752606,279,0.19717315,17.733333333333334
6,1124.5714285714287,389.28746223449707,335,0.19764012,17.733333333333334
7,1125.7142857142858,389.3263683319092,391,0.19797468,17.733333333333334
8,1126.8035714285713,389.45316314697266,447,0.19822617,17.733333333333334
9,1124.9464285714287,389.53977330525714,503,0.19842209,17.733333333333334
10,1125.5714285714287,389.5847473144531,559,0.19857904,17.733333333333334
Finale Results,1135.2,389.5892791748047,564,0.19859155,19.0

AVERAGES,1129,383,,0.99295775
