Benchmark,latency-Q5,memory
1,1294.1764705882354,536.3273039597732,51,0.18545455,16.076923076923077
2,1246.591836734694,739.7581259987571,100,0.1923077,16.581818181818182
3,1227.0754716981132,739.7888902028402,153,0.19490446,16.783333333333335
4,1214.0925925925926,739.9552923838297,207,0.19620854,17.1
5,1246.6415094339623,739.8698736826578,260,0.1969697,16.783333333333335
6,1215.648148148148,740.0822022755941,314,0.19748427,17.1
7,1214.5185185185185,740.1300938924154,368,0.19784947,17.1
8,1214.8703703703704,740.2585055033366,422,0.19812207,17.1
9,1212.7962962962963,740.2099310557047,476,0.19833334,17.1
Finale Results,1213.45,740.3412628173828,516,0.19846153,16.934782608695652

AVERAGES,1229,719,,0.99230765
