Benchmark,latency-Q10_5,memory
1,1021.4983713355049,38.77503321721004,307,0.94461536,20.0
2,1045.896321070234,39.435757319132485,606,0.9696,20.0
3,916.8106995884774,39.726556142171226,849,0.91783786,20.0
4,878.7518248175182,39.72073237101237,1123,0.9167347,20.0
5,914.3345724907064,40.0047295888265,1392,0.9127869,20.0
6,884.5196850393701,40.07449722290039,1646,0.9019178,19.4
7,879.1374045801526,40.4185791015625,1908,0.89788234,20.0
8,937.1282051282051,40.44456100463867,2181,0.89938146,20.0
9,922.8122605363984,40.64046732584635,2442,0.8961468,20.0
10,912.7434944237918,40.9122568766276,2711,0.89619833,19.4
Finale Results,936.3983050847457,40.89001617431641,2829,0.89809525,20.0

AVERAGES,931,40,,4.4904762499999995
