Benchmark,latency-Q10,memory
1,1013.0645161290323,56.8581783588116,124,0.95384616,8.0
2,983.9166666666666,58.766696294148765,244,0.976,8.0
3,955.4916666666667,59.01434071858724,364,0.9837838,8.0
4,964.3416666666667,58.98973592122396,484,0.9877551,8.0
5,922.8760330578513,59.211818059285484,605,0.9918033,8.0
6,954.5882352941177,59.16445223490397,724,0.9917808,8.0
7,947.0166666666667,59.20575523376465,844,0.9929412,7.866666666666666
8,938.5916666666667,59.37003517150879,964,0.9938144,8.0
9,971.8166666666667,59.311628341674805,1084,0.9944954,8.0
10,938.1166666666667,59.4185905456543,1204,0.9950413,8.0
Finale Results,913.16,59.63404998779297,1254,0.99523807,8.0

AVERAGES,954,58,,4.9761903499999995
