Benchmark,latency-Q1,memory
1,948.6147540983607,189.54443535437952,122,0.18769231,38.0
2,876.4083333333333,208.90191205342612,242,0.1936,37.36666666666667
3,884.6416666666667,209.09612147013345,362,0.19567567,37.38709677419355
4,900.9416666666667,209.26495170593262,482,0.1967347,37.36666666666667
5,866.7083333333334,209.46434911092123,602,0.19737706,38.0
6,848.275,209.62956301371256,722,0.19780822,38.0
7,918.3166666666667,209.83170954386392,842,0.19811764,37.377049180327866
8,927.5083333333333,210.0102882385254,962,0.19835052,37.36666666666667
9,900.7166666666667,210.19400342305502,1082,0.1985321,38.0
10,909.675,210.35978190104166,1202,0.19867769,38.0
Finale Results,960.4,210.4742431640625,1232,0.19870968,38.0

AVERAGES,903,207,,0.9935484
