Benchmark,latency-Q10_8,memory
1,1096.804008908686,51.69686009333684,449,0.86346155,32.0
2,1044.2807424593968,53.47183418273926,880,0.88,32.0
3,878.622754491018,53.88471666971842,1214,0.8202703,32.0
4,877.5938697318007,54.02847035725912,1475,0.752551,32.0
5,822.0285714285715,54.47344779968262,1825,0.7479508,32.0
6,798.2955801104972,54.9991257985433,2187,0.7489726,32.0
7,848.8951841359774,54.901922861735024,2540,0.7470588,32.0
8,725.6099071207431,55.215894063313804,2863,0.7378866,32.0
9,875.4636363636364,55.45185534159342,3193,0.73233944,31.475409836065573
10,793.4770114942529,55.70926411946615,3541,0.73161155,32.0
Finale Results,856.5,55.95909118652344,3691,0.7323413,30.76923076923077

AVERAGES,874,54,,3.6617064999999998
