Benchmark,latency-Q1,memory
1,721.7479674796748,69.55372208815355,246,0.19069767,75.41538461538461
2,708.5126050420168,72.77311770121257,484,0.19437751,75.36666666666666
3,683.6404958677685,73.17590077718098,726,0.19674797,75.36666666666666
4,694.0414937759336,73.57021522521973,967,0.19775051,76.0
5,680.9113924050633,74.01723670959473,1204,0.19770116,76.0
6,658.1028806584362,74.21891975402832,1447,0.19849108,75.37704918032787
7,692.9539748953974,74.60620180765788,1686,0.19858657,75.36666666666666
8,688.8403361344538,75.08776410420735,1924,0.19855522,76.0
9,729.35,75.23787879943848,1984,0.1985986,20.266666666666666
10,NaN,75.39601198832194,1984,0.1985986,0.0
Finale Results,NaN,75.24920501708985,1984,0.1985986,0.0

AVERAGES,695,73,,0.9929929999999999
