Benchmark,latency-Q5,memory
1,1154.517857142857,328.38989844689,56,0.18666667,17.53846153846154
2,1128.7142857142858,388.9873873392741,112,0.19310345,17.131147540983605
3,1126.1607142857142,389.0330530802409,168,0.19534884,17.442622950819672
4,1127.25,389.0705051422119,224,0.19649123,17.733333333333334
5,1126.857142857143,389.15539868672687,280,0.1971831,17.442622950819672
6,1126.392857142857,389.2439079284668,336,0.19764706,17.733333333333334
7,1126.017857142857,389.2920748392741,392,0.1979798,17.733333333333334
8,1125.642857142857,389.53762944539386,448,0.19823009,17.733333333333334
9,1125.5535714285713,389.49932861328125,504,0.1984252,17.733333333333334
10,1125.1607142857142,389.62839698791504,560,0.19858156,17.733333333333334
Finale Results,1115.5,389.59617614746094,564,0.19859155,15.833333333333334

AVERAGES,1127,383,,0.99295775
