Benchmark,latency-Q1,memory
1,989.3451327433628,689.2968514760336,113,0.18833333,37.377049180327866
2,968.75,1696.519525909424,213,0.19363636,35.132075471698116
3,905.46,1744.768155670166,313,0.195625,38.0
4,975.060606060606,1744.0886238098144,412,0.19619048,38.0
5,993.35,1744.292845916748,512,0.19692308,37.254901960784316
6,901.1386138613861,1744.5098526000977,613,0.19774194,38.0
7,961.95,1744.5834251403808,713,0.19805555,37.254901960784316
8,915.5454545454545,1744.9280685424806,812,0.19804879,38.0
9,995.4059405940594,1745.0000106811524,913,0.19847827,37.254901960784316
10,916.05,1745.333625793457,1013,0.19862746,38.0
Finale Results,858.825,1745.0558013916016,1053,0.19867924,38.0

AVERAGES,943,1644,,0.9933962
