Benchmark,latency-Q1,memory
1,980.0409836065573,100.94830733079176,122,0.18769231,38.0
2,948.2416666666667,106.60292307535808,242,0.1936,38.0
3,916.55,106.77969551086426,362,0.19567567,37.377049180327866
4,933.2333333333333,106.96803919474284,482,0.1967347,37.36666666666667
5,899.0916666666667,107.13528696695964,602,0.19737706,38.0
6,907.4583333333334,107.36131985982259,722,0.19780822,37.36666666666667
7,906.8333333333334,107.50560124715169,842,0.19811764,38.0
8,941.05,107.7828598022461,962,0.19835052,38.0
9,915.875,107.84031995137532,1082,0.1985321,38.0
10,923.8916666666667,108.06017939249675,1202,0.19867769,37.36666666666667
Finale Results,916.24,108.1649887084961,1252,0.19873016,38.0

AVERAGES,926,106,,0.9936508
