Benchmark,latency-Q1_20MB,memory
1,975.0241935483871,212.6301999773298,124,0.17714286,38.0
2,934.85,231.3517214457194,244,0.18769231,37.36666666666667
3,986.95,231.58585611979166,364,0.19157895,38.0
4,950.5583333333333,231.8121191660563,484,0.1936,38.0
5,951.125,231.90263430277506,604,0.1948387,38.0
6,975.125,232.12072245279947,724,0.19567567,38.0
7,967.5166666666667,232.30117670694986,844,0.19627906,38.0
8,966.0083333333333,232.52109909057617,964,0.1967347,38.0
9,951.8083333333333,232.68231201171875,1084,0.19709091,37.38709677419355
10,953.325,232.84457969665527,1204,0.19737706,37.36666666666667
Finale Results,927.7,232.93739700317383,1224,0.19741936,38.0

AVERAGES,958,230,,0.9870967999999999
