Benchmark,latency-Q1,memory
1,994.7377049180328,69.39676079383263,122,0.18769231,38.0
2,943.4,72.42887624104817,242,0.1936,38.0
3,963.525,72.73620796203613,362,0.19567567,37.36666666666667
4,938.3166666666667,72.94544474283855,482,0.1967347,38.0
5,929.8,73.10107421875,602,0.19737706,38.0
6,929.9166666666666,73.22473335266113,722,0.19780822,38.0
7,929.0583333333333,73.37611262003581,842,0.19811764,37.36666666666667
8,937.25,73.6262804667155,962,0.19835052,38.0
9,963.2666666666667,73.75651741027832,1082,0.1985321,38.0
10,946.0916666666667,73.92466799418132,1202,0.19867769,38.0
Finale Results,993.12,74.15281219482422,1252,0.19873016,38.0

AVERAGES,951,72,,0.9936508
