Benchmark,latency-Q5,memory
1,1303.6470588235295,531.0713430551382,51,0.18545455,15.833333333333334
2,1233.2448979591836,739.7278345281428,100,0.1923077,16.581818181818182
3,1216.408163265306,739.7514620694247,149,0.19477125,16.927272727272726
4,1214.9074074074074,739.8768641153971,203,0.19613527,17.1
5,1214.1296296296296,739.8759053548177,257,0.19693486,17.1
6,1215.2407407407406,740.0439027150472,311,0.19746032,16.81967213114754
7,1223.5925925925926,740.04585202535,365,0.19783197,17.1
8,1212.4259259259259,740.2472794850668,419,0.19810875,17.1
9,1213.1666666666667,740.2896505991617,473,0.19832285,17.1
Finale Results,1212.4,740.2812599182129,518,0.19846743,17.1

AVERAGES,1225,719,,0.99233715
