Benchmark,latency-Q10,memory
1,996.6229508196722,69.27396216759315,122,0.93846154,8.0
2,993.3,72.18764050801595,242,0.968,8.0
3,940.0330578512396,72.28149731953938,363,0.98108107,7.868852459016393
4,954.8823529411765,72.45060539245605,482,0.98367345,8.0
5,913.0916666666667,72.47013346354167,602,0.98688525,7.866666666666666
6,947.4793388429752,72.67951393127441,723,0.990411,8.0
7,946.1932773109244,72.78937021891277,842,0.99058825,8.0
8,904.15,72.71719487508138,962,0.99175256,8.0
9,954.975,72.83083852132161,1082,0.9926605,8.0
10,905.1404958677685,72.83627827962239,1203,0.9942149,8.0
Finale Results,930.1632653061224,72.9541259765625,1252,0.9936508,8.0

AVERAGES,944,72,,4.968253999999999
