Benchmark,latency-Q1,memory
1,729.3170731707318,69.05643404447116,246,0.19069767,75.41538461538461
2,671.0334728033473,72.26094881693523,485,0.19477911,75.36666666666666
3,660.9792531120332,72.67898050944011,726,0.19674797,75.36666666666666
4,699.9033613445379,72.97597185770671,964,0.19713701,75.37704918032787
5,656.825,73.37697728474934,1204,0.19770116,75.36666666666666
6,707.1322314049587,73.6940434773763,1446,0.19835392,75.37704918032787
7,688.9117647058823,74.10430145263672,1684,0.198351,75.36666666666666
8,686.4625,74.43640200297038,1924,0.19855522,75.37704918032787
9,711.8833333333333,74.83087221781413,1984,0.1985986,19.633333333333333
10,NaN,74.7460282643636,1984,0.1985986,0.0
Finale Results,NaN,74.7483627319336,1984,0.1985986,0.0

AVERAGES,690,73,,0.9929929999999999
