Benchmark,latency-Q1,memory
1,995.0737704918033,68.97663820706882,122,0.18769231,38.0
2,975.575,71.92800521850586,242,0.1936,38.0
3,963.1176470588235,72.15711466471355,361,0.19513513,37.36666666666667
4,956.1166666666667,72.38980865478516,481,0.19632652,38.0
5,964.1666666666666,72.63637224833171,601,0.19704919,38.0
6,946.4666666666667,72.70303281148274,721,0.19753425,38.0
7,930.0,72.99584706624348,841,0.19788235,37.377049180327866
8,946.2166666666667,73.08277002970378,961,0.19814433,38.0
9,938.175,73.24688720703125,1081,0.19834863,37.36666666666667
10,938.075,73.47314453125,1201,0.19851239,38.0
Finale Results,952.68,73.5190933227539,1251,0.19857143,38.0

AVERAGES,955,72,,0.99285715
