Benchmark,latency-Q5,memory
1,1041.7333333333333,70.36139092078575,60,0.1875,18.70769230769231
2,1028.2711864406779,73.1583964029948,119,0.19349593,18.366666666666667
3,1024.677966101695,73.25,178,0.1956044,18.683333333333334
4,1027.0666666666666,73.38412666320801,238,0.19669421,19.0
5,1025.3050847457628,73.43952242533366,297,0.19734219,18.688524590163933
6,1025.5333333333333,73.50976498921712,357,0.19778393,18.683333333333334
7,1026.3050847457628,73.63635635375977,416,0.19809523,18.683333333333334
8,1024.65,73.74109967549641,476,0.19833334,19.0
9,1025.1694915254238,73.81166712443034,535,0.19851577,18.683333333333334
10,1024.8166666666666,73.90223248799641,595,0.19866444,19.0
Finale Results,1025.8333333333333,73.98575744628906,619,0.1987159,18.26923076923077

AVERAGES,1027,73,,0.9935795
