Benchmark,latency-Q1,memory
1,891.155737704918,533.1682322575496,122,0.18769231,38.0
2,913.3083333333333,710.6786937713623,242,0.1936,36.75409836065574
3,907.3083333333333,710.8670787811279,362,0.19567567,38.0
4,928.9256198347107,711.0324211120605,483,0.19714285,37.377049180327866
5,899.6806722689075,711.240852355957,602,0.19737706,37.377049180327866
6,895.15,711.4459184010824,722,0.19780822,37.36666666666667
7,890.3166666666667,711.6017246246338,842,0.19811764,37.377049180327866
8,959.6333333333333,711.7781270345052,962,0.19835052,38.0
9,950.3833333333333,711.9706261952718,1082,0.1985321,37.377049180327866
Finale Results,928.6,712.089521408081,1162,0.19863248,38.0

AVERAGES,916,693,,0.9931624
