Benchmark,latency-Q1_20MB,memory
1,926.233870967742,212.00123705182756,124,0.17714286,38.0
2,926.1074380165289,230.83735275268555,245,0.18846154,37.36666666666667
3,950.3949579831933,231.11625226338705,364,0.19157895,38.0
4,952.1735537190083,231.22260157267252,485,0.194,38.0
5,923.0672268907563,231.3769334157308,604,0.1948387,37.36666666666667
6,957.3666666666667,231.60175196329752,724,0.19567567,37.377049180327866
7,952.4583333333334,231.8134365081787,844,0.19627906,37.377049180327866
8,957.875,232.00645891825357,964,0.1967347,38.0
9,984.025,232.16277758280435,1084,0.19709091,37.38709677419355
10,958.75,232.31853357950845,1204,0.19737706,37.377049180327866
Finale Results,935.4,232.48851776123047,1224,0.19741936,38.0

AVERAGES,947,229,,0.9870967999999999
